surface	surface_slp1	depth	freq	band	members	members_ru	ladder_tails	rungs_json
sarvajñatāviśuddhiḥ	sarvajYatAviSudDiH	3	6	редкие	sarvajña|tā|viśuddhi	всезнающий|эти|для очищения	viśuddhi|tā-viśuddhi|sarvajña-tā-viśuddhi	"[{""step"": 1, ""member"": ""viśuddhi"", ""ru"": ""для очищения"", ""ru_variants"": [""для очищения"", ""очищение"", ""искупления""], ""tail"": ""viśuddhi"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""tā"", ""ru"": ""эти"", ""ru_variants"": [""эти"", ""они"", ""их""], ""tail"": ""tā-viśuddhi"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}, {""step"": 3, ""member"": ""sarvajña"", ""ru"": ""всезнающий"", ""ru_variants"": [""всезнающий"", ""всеведущий"", ""всезнающ""], ""tail"": ""sarvajña-tā-viśuddhi"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sarvajñatāṁ	sarvajYatAṁ	2	6	редкие	sarvajña|tā	всезнающий|эти	tā|sarvajña-tā	"[{""step"": 1, ""member"": ""tā"", ""ru"": ""эти"", ""ru_variants"": [""эти"", ""они"", ""их""], ""tail"": ""tā"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sarvajña"", ""ru"": ""всезнающий"", ""ru_variants"": [""всезнающий"", ""всеведущий"", ""всезнающ""], ""tail"": ""sarvajña-tā"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
satpuruṣā	satpuruzA	2	6	редкие	sat|puruṣa	добродетельных|человек	puruṣa|sat-puruṣa	"[{""step"": 1, ""member"": ""puruṣa"", ""ru"": ""человек"", ""ru_variants"": [""человек"", ""Пуруша"", ""пуруша""], ""tail"": ""puruṣa"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sat"", ""ru"": ""добродетельных"", ""ru_variants"": [""добродетельных"", ""сущее"", ""благочестивых""], ""tail"": ""sat-puruṣa"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sattvasthāḥ	sattvasTAH	2	6	редкие	sattva|stha	саттва|стоит	stha|sattva-stha	"[{""step"": 1, ""member"": ""stha"", ""ru"": ""стоит"", ""ru_variants"": [""стоит"", ""находитесь"", ""стой""], ""tail"": ""stha"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sattva"", ""ru"": ""саттва"", ""ru_variants"": [""саттва"", ""существо"", ""благость""], ""tail"": ""sattva-stha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sattvānantatayā	sattvAnantatayA	3	6	редкие	sattva|ananta|tā	саттва|бесконечный|эти	tā|ananta-tā|sattva-ananta-tā	"[{""step"": 1, ""member"": ""tā"", ""ru"": ""эти"", ""ru_variants"": [""эти"", ""они"", ""их""], ""tail"": ""tā"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""ananta"", ""ru"": ""бесконечный"", ""ru_variants"": [""бесконечный"", ""Ананта"", ""бесконечное""], ""tail"": ""ananta-tā"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}, {""step"": 3, ""member"": ""sattva"", ""ru"": ""саттва"", ""ru_variants"": [""саттва"", ""существо"", ""благость""], ""tail"": ""sattva-ananta-tā"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
satyenātmānam	satyenAtmAnam	2	6	редкие	satya|ātman	правду|себя	ātman|satya-ātman	"[{""step"": 1, ""member"": ""ātman"", ""ru"": ""себя"", ""ru_variants"": [""себя"", ""Атман"", ""Атмана""], ""tail"": ""ātman"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""satya"", ""ru"": ""правду"", ""ru_variants"": [""правду"", ""истина"", ""правда""], ""tail"": ""satya-ātman"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
satyenāyudham	satyenAyuDam	2	6	редкие	satya|āyudha	правду|оружие	āyudha|satya-āyudha	"[{""step"": 1, ""member"": ""āyudha"", ""ru"": ""оружие"", ""ru_variants"": [""оружие"", ""оружия"", ""оружием""], ""tail"": ""āyudha"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""satya"", ""ru"": ""правду"", ""ru_variants"": [""правду"", ""истина"", ""правда""], ""tail"": ""satya-āyudha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
siddhakṣetre	sidDakzetre	2	6	редкие	siddha|kṣetra	сиддхи|поле	kṣetra|siddha-kṣetra	"[{""step"": 1, ""member"": ""kṣetra"", ""ru"": ""поле"", ""ru_variants"": [""поле"", ""поля"", ""Поле""], ""tail"": ""kṣetra"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""siddha"", ""ru"": ""сиддхи"", ""ru_variants"": [""сиддхи"", ""сиддхов"", ""Сиддхи""], ""tail"": ""siddha-kṣetra"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
siddhidāḥ	sidDidAH	2	6	редкие	siddhi|da	совершенства|дай	da|siddhi-da	"[{""step"": 1, ""member"": ""da"", ""ru"": ""дай"", ""ru_variants"": [""дай"", ""дает"", ""дать""], ""tail"": ""da"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""siddhi"", ""ru"": ""совершенства"", ""ru_variants"": [""совершенства"", ""совершенство"", ""успех""], ""tail"": ""siddhi-da"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sitāsitā	sitAsitA	2	6	редкие	sita|asita	белые|Асита	asita|sita-asita	"[{""step"": 1, ""member"": ""asita"", ""ru"": ""Асита"", ""ru_variants"": [""Асита"", ""черные"", ""Аситы""], ""tail"": ""asita"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sita"", ""ru"": ""белые"", ""ru_variants"": [""белые"", ""белых"", ""белый""], ""tail"": ""sita-asita"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
skandhadeśe	skanDadeSe	2	6	редкие	skandha|deśa	плечо|место	deśa|skandha-deśa	"[{""step"": 1, ""member"": ""deśa"", ""ru"": ""место"", ""ru_variants"": [""место"", ""месте"", ""места""], ""tail"": ""deśa"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""skandha"", ""ru"": ""плечо"", ""ru_variants"": [""плечо"", ""ствол"", ""плечами""], ""tail"": ""skandha-deśa"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
smitamukho	smitamuKo	2	6	редкие	smita|mukha	улыбка|лицо	mukha|smita-mukha	"[{""step"": 1, ""member"": ""mukha"", ""ru"": ""лицо"", ""ru_variants"": [""лицо"", ""рот"", ""уста""], ""tail"": ""mukha"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""smita"", ""ru"": ""улыбка"", ""ru_variants"": [""улыбка"", ""улыбкой"", ""улыбки""], ""tail"": ""smita-mukha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
snehavastiṁ	snehavastiṁ	2	6	редкие	sneha|vasti	любовь|мочевой пузырь	vasti|sneha-vasti	"[{""step"": 1, ""member"": ""vasti"", ""ru"": ""мочевой пузырь"", ""ru_variants"": [""мочевой пузырь"", ""Басти"", ""в качестве мочевого пузыря""], ""tail"": ""vasti"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sneha"", ""ru"": ""любовь"", ""ru_variants"": [""любовь"", ""любви"", ""из любви""], ""tail"": ""sneha-vasti"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
snigdhatā	snigDatA	2	6	редкие	snigdha|tā	верный|эти	tā|snigdha-tā	"[{""step"": 1, ""member"": ""tā"", ""ru"": ""эти"", ""ru_variants"": [""эти"", ""они"", ""их""], ""tail"": ""tā"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""snigdha"", ""ru"": ""верный"", ""ru_variants"": [""верный"", ""ласковые"", ""ласковым""], ""tail"": ""snigdha-tā"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
snānakāle	snAnakAle	2	6	редкие	snāna|kāla	омовение|время	kāla|snāna-kāla	"[{""step"": 1, ""member"": ""kāla"", ""ru"": ""время"", ""ru_variants"": [""время"", ""времени"", ""Время""], ""tail"": ""kāla"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""snāna"", ""ru"": ""омовение"", ""ru_variants"": [""омовение"", ""омовения"", ""купание""], ""tail"": ""snāna-kāla"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
somapānaṁ	somapAnaṁ	2	6	редкие	soma|pāna	сома|питье	pāna|soma-pāna	"[{""step"": 1, ""member"": ""pāna"", ""ru"": ""питье"", ""ru_variants"": [""питье"", ""напитки"", ""вина""], ""tail"": ""pāna"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""soma"", ""ru"": ""сома"", ""ru_variants"": [""сома"", ""Сома"", ""сому""], ""tail"": ""soma-pāna"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sthiratām	sTiratAm	2	6	редкие	sthira|tā	стойкий|эти	tā|sthira-tā	"[{""step"": 1, ""member"": ""tā"", ""ru"": ""эти"", ""ru_variants"": [""эти"", ""они"", ""их""], ""tail"": ""tā"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sthira"", ""ru"": ""стойкий"", ""ru_variants"": [""стойкий"", ""твердо"", ""стоек""], ""tail"": ""sthira-tā"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sthālīpākasya	sTAlIpAkasya	2	6	редкие	sthālī|pāka	горшок|простодушного	pāka|sthālī-pāka	"[{""step"": 1, ""member"": ""pāka"", ""ru"": ""простодушного"", ""ru_variants"": [""простодушного"", ""Глупец"", ""глупого""], ""tail"": ""pāka"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sthālī"", ""ru"": ""горшок"", ""ru_variants"": [""горшок"", ""горшка"", ""горшке""], ""tail"": ""sthālī-pāka"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sthālīpākaḥ	sTAlIpAkaH	2	6	редкие	sthālī|pāka	горшок|простодушного	pāka|sthālī-pāka	"[{""step"": 1, ""member"": ""pāka"", ""ru"": ""простодушного"", ""ru_variants"": [""простодушного"", ""Глупец"", ""глупого""], ""tail"": ""pāka"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sthālī"", ""ru"": ""горшок"", ""ru_variants"": [""горшок"", ""горшка"", ""горшке""], ""tail"": ""sthālī-pāka"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
subalātmajā	subalAtmajA	2	6	редкие	subala|ātmajā	Субала|дочь	ātmajā|subala-ātmajā	"[{""step"": 1, ""member"": ""ātmajā"", ""ru"": ""дочь"", ""ru_variants"": [""дочь"", ""Дочь"", ""Сита""], ""tail"": ""ātmajā"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""subala"", ""ru"": ""Субала"", ""ru_variants"": [""Субала"", ""Субалы"", ""Субалой""], ""tail"": ""subala-ātmajā"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
subhūtirbuddhānubhāvena	suBUtirbudDAnuBAvena	3	6	редкие	subhūti|buddha|anubhāva	благополучием|Будда|духом	anubhāva|buddha-anubhāva|subhūti-buddha-anubhāva	"[{""step"": 1, ""member"": ""anubhāva"", ""ru"": ""духом"", ""ru_variants"": [""духом"", ""причине"", ""сила подвижника""], ""tail"": ""anubhāva"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""buddha"", ""ru"": ""Будда"", ""ru_variants"": [""Будда"", ""Буддха"", ""Будды""], ""tail"": ""buddha-anubhāva"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}, {""step"": 3, ""member"": ""subhūti"", ""ru"": ""благополучием"", ""ru_variants"": [""благополучием""], ""tail"": ""subhūti-buddha-anubhāva"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
suhṛttayā	suhfttayA	2	6	редкие	suhṛd|tā	друзей|эти	tā|suhṛd-tā	"[{""step"": 1, ""member"": ""tā"", ""ru"": ""эти"", ""ru_variants"": [""эти"", ""они"", ""их""], ""tail"": ""tā"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""suhṛd"", ""ru"": ""друзей"", ""ru_variants"": [""друзей"", ""друзья"", ""друг""], ""tail"": ""suhṛd-tā"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sukhado	suKado	2	6	редкие	sukha|da	счастье|дай	da|sukha-da	"[{""step"": 1, ""member"": ""da"", ""ru"": ""дай"", ""ru_variants"": [""дай"", ""дает"", ""дать""], ""tail"": ""da"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sukha"", ""ru"": ""счастье"", ""ru_variants"": [""счастье"", ""счастья"", ""радость""], ""tail"": ""sukha-da"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sukhaduḥkhasya	suKaduHKasya	2	6	редкие	sukha|duḥkha	счастье|горе	duḥkha|sukha-duḥkha	"[{""step"": 1, ""member"": ""duḥkha"", ""ru"": ""горе"", ""ru_variants"": [""горе"", ""страдание"", ""страдания""], ""tail"": ""duḥkha"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sukha"", ""ru"": ""счастье"", ""ru_variants"": [""счастье"", ""счастья"", ""радость""], ""tail"": ""sukha-duḥkha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sukhasyānantaraṁ	suKasyAnantaraṁ	2	6	редкие	sukha|anantara	счастье|после	anantara|sukha-anantara	"[{""step"": 1, ""member"": ""anantara"", ""ru"": ""после"", ""ru_variants"": [""после"", ""затем"", ""следующий""], ""tail"": ""anantara"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sukha"", ""ru"": ""счастье"", ""ru_variants"": [""счастье"", ""счастья"", ""радость""], ""tail"": ""sukha-anantara"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sukhocitā	suKocitA	2	6	редкие	sukha|ucita	счастье|привыкший	ucita|sukha-ucita	"[{""step"": 1, ""member"": ""ucita"", ""ru"": ""привыкший"", ""ru_variants"": [""привыкший"", ""привыкли"", ""должному""], ""tail"": ""ucita"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sukha"", ""ru"": ""счастье"", ""ru_variants"": [""счастье"", ""счастья"", ""радость""], ""tail"": ""sukha-ucita"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sukhoṣṇair	suKozREr	2	6	редкие	sukha|uṣṇa	счастье|жара	uṣṇa|sukha-uṣṇa	"[{""step"": 1, ""member"": ""uṣṇa"", ""ru"": ""жара"", ""ru_variants"": [""жара"", ""жаркие"", ""жару""], ""tail"": ""uṣṇa"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sukha"", ""ru"": ""счастье"", ""ru_variants"": [""счастье"", ""счастья"", ""радость""], ""tail"": ""sukha-uṣṇa"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sukhoṣṇaḥ	suKozRaH	2	6	редкие	sukha|uṣṇa	счастье|жара	uṣṇa|sukha-uṣṇa	"[{""step"": 1, ""member"": ""uṣṇa"", ""ru"": ""жара"", ""ru_variants"": [""жара"", ""жаркие"", ""жару""], ""tail"": ""uṣṇa"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sukha"", ""ru"": ""счастье"", ""ru_variants"": [""счастье"", ""счастья"", ""радость""], ""tail"": ""sukha-uṣṇa"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sukhārhā	suKArhA	2	6	редкие	sukha|arha	счастье|достоин	arha|sukha-arha	"[{""step"": 1, ""member"": ""arha"", ""ru"": ""достоин"", ""ru_variants"": [""достоин"", ""должны"", ""подобает""], ""tail"": ""arha"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sukha"", ""ru"": ""счастье"", ""ru_variants"": [""счастье"", ""счастья"", ""радость""], ""tail"": ""sukha-arha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sundopasundayoḥ	sundopasundayoH	2	6	редкие	sunda|upasunda	Сунды|Упасунды	upasunda|sunda-upasunda	"[{""step"": 1, ""member"": ""upasunda"", ""ru"": ""Упасунды"", ""ru_variants"": [""Упасунды"", ""Упасунда""], ""tail"": ""upasunda"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sunda"", ""ru"": ""Сунды"", ""ru_variants"": [""Сунды"", ""Сунда"", ""Сунде""], ""tail"": ""sunda-upasunda"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
suraśreṣṭhā	suraSrezWA	2	6	редкие	sura|śreṣṭha	боги|лучший	śreṣṭha|sura-śreṣṭha	"[{""step"": 1, ""member"": ""śreṣṭha"", ""ru"": ""лучший"", ""ru_variants"": [""лучший"", ""наилучший"", ""лучшее""], ""tail"": ""śreṣṭha"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sura"", ""ru"": ""боги"", ""ru_variants"": [""боги"", ""богов"", ""богами""], ""tail"": ""sura-śreṣṭha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
surendra	surendra	2	6	редкие	sura|indra	боги|Индра	indra|sura-indra	"[{""step"": 1, ""member"": ""indra"", ""ru"": ""Индра"", ""ru_variants"": [""Индра"", ""Индры"", ""Индру""], ""tail"": ""indra"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sura"", ""ru"": ""боги"", ""ru_variants"": [""боги"", ""богов"", ""богами""], ""tail"": ""sura-indra"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
surāpāne	surApAne	2	6	редкие	surā|pāna	сура|питье	pāna|surā-pāna	"[{""step"": 1, ""member"": ""pāna"", ""ru"": ""питье"", ""ru_variants"": [""питье"", ""напитки"", ""вина""], ""tail"": ""pāna"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""surā"", ""ru"": ""сура"", ""ru_variants"": [""сура"", ""хмельной напиток"", ""вина""], ""tail"": ""surā-pāna"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svabalam	svabalam	2	6	редкие	sva|bala	свой|войско	bala|sva-bala	"[{""step"": 1, ""member"": ""bala"", ""ru"": ""войско"", ""ru_variants"": [""войско"", ""сила"", ""силой""], ""tail"": ""bala"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sva"", ""ru"": ""свой"", ""ru_variants"": [""свой"", ""своей"", ""свое""], ""tail"": ""sva-bala"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svabalena	svabalena	2	6	редкие	sva|bala	свой|войско	bala|sva-bala	"[{""step"": 1, ""member"": ""bala"", ""ru"": ""войско"", ""ru_variants"": [""войско"", ""сила"", ""силой""], ""tail"": ""bala"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sva"", ""ru"": ""свой"", ""ru_variants"": [""свой"", ""своей"", ""свое""], ""tail"": ""sva-bala"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svabhāryāṁ	svaBAryAṁ	2	6	редкие	sva|bhāryā	свой|жена	bhāryā|sva-bhāryā	"[{""step"": 1, ""member"": ""bhāryā"", ""ru"": ""жена"", ""ru_variants"": [""жена"", ""супруга"", ""жену""], ""tail"": ""bhāryā"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sva"", ""ru"": ""свой"", ""ru_variants"": [""свой"", ""своей"", ""свое""], ""tail"": ""sva-bhāryā"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svabhāsā	svaBAsA	2	6	редкие	sva|bhās	свой|свет	bhās|sva-bhās	"[{""step"": 1, ""member"": ""bhās"", ""ru"": ""свет"", ""ru_variants"": [""свет"", ""светом"", ""сияние""], ""tail"": ""bhās"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sva"", ""ru"": ""свой"", ""ru_variants"": [""свой"", ""своей"", ""свое""], ""tail"": ""sva-bhās"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svakarmabhir	svakarmaBir	2	6	редкие	sva|karman	свой|действия	karman|sva-karman	"[{""step"": 1, ""member"": ""karman"", ""ru"": ""действия"", ""ru_variants"": [""действия"", ""деяния"", ""действие""], ""tail"": ""karman"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sva"", ""ru"": ""свой"", ""ru_variants"": [""свой"", ""своей"", ""свое""], ""tail"": ""sva-karman"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svakarmasthā	svakarmasTA	3	6	редкие	sva|karman|stha	свой|действия|стоит	stha|karman-stha|sva-karman-stha	"[{""step"": 1, ""member"": ""stha"", ""ru"": ""стоит"", ""ru_variants"": [""стоит"", ""находитесь"", ""стой""], ""tail"": ""stha"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""karman"", ""ru"": ""действия"", ""ru_variants"": [""действия"", ""деяния"", ""действие""], ""tail"": ""karman-stha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}, {""step"": 3, ""member"": ""sva"", ""ru"": ""свой"", ""ru_variants"": [""свой"", ""своей"", ""свое""], ""tail"": ""sva-karman-stha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svamahimni	svamahimni	2	6	редкие	sva|mahiman	свой|величие	mahiman|sva-mahiman	"[{""step"": 1, ""member"": ""mahiman"", ""ru"": ""величие"", ""ru_variants"": [""величие"", ""величия"", ""величием""], ""tail"": ""mahiman"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sva"", ""ru"": ""свой"", ""ru_variants"": [""свой"", ""своей"", ""свое""], ""tail"": ""sva-mahiman"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svamātmānaṁ	svamAtmAnaṁ	2	6	редкие	sva|ātman	свой|себя	ātman|sva-ātman	"[{""step"": 1, ""member"": ""ātman"", ""ru"": ""себя"", ""ru_variants"": [""себя"", ""Атман"", ""Атмана""], ""tail"": ""ātman"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sva"", ""ru"": ""свой"", ""ru_variants"": [""свой"", ""своей"", ""свое""], ""tail"": ""sva-ātman"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svapakṣe	svapakze	2	6	редкие	sva|pakṣa	свой|крылья	pakṣa|sva-pakṣa	"[{""step"": 1, ""member"": ""pakṣa"", ""ru"": ""крылья"", ""ru_variants"": [""крылья"", ""тезис"", ""крыльями""], ""tail"": ""pakṣa"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sva"", ""ru"": ""свой"", ""ru_variants"": [""свой"", ""своей"", ""свое""], ""tail"": ""sva-pakṣa"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svarathe	svaraTe	2	6	редкие	sva|ratha	свой|колесницу	ratha|sva-ratha	"[{""step"": 1, ""member"": ""ratha"", ""ru"": ""колесницу"", ""ru_variants"": [""колесницу"", ""колесница"", ""колесницы""], ""tail"": ""ratha"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sva"", ""ru"": ""свой"", ""ru_variants"": [""свой"", ""своей"", ""свое""], ""tail"": ""sva-ratha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svargagatiṁ	svargagatiṁ	2	6	редкие	svarga|gati	небо|путь	gati|svarga-gati	"[{""step"": 1, ""member"": ""gati"", ""ru"": ""путь"", ""ru_variants"": [""путь"", ""цели"", ""путем""], ""tail"": ""gati"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""svarga"", ""ru"": ""небо"", ""ru_variants"": [""небо"", ""неба"", ""небеса""], ""tail"": ""svarga-gati"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svargajito	svargajito	2	6	редкие	svarga|jit	небо|победы	jit|svarga-jit	"[{""step"": 1, ""member"": ""jit"", ""ru"": ""победы"", ""ru_variants"": [""победы""], ""tail"": ""jit"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""svarga"", ""ru"": ""небо"", ""ru_variants"": [""небо"", ""неба"", ""небеса""], ""tail"": ""svarga-jit"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svarṇapatraṁ	svarRapatraṁ	2	6	редкие	svarṇa|pattra	золота|лист	pattra|svarṇa-pattra	"[{""step"": 1, ""member"": ""pattra"", ""ru"": ""лист"", ""ru_variants"": [""лист"", ""листья"", ""листок""], ""tail"": ""pattra"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""svarṇa"", ""ru"": ""золота"", ""ru_variants"": [""золота"", ""золото"", ""золотым""], ""tail"": ""svarṇa-pattra"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svarṇatulyaṁ	svarRatulyaṁ	2	6	редкие	svarṇa|tulya	золота|равный	tulya|svarṇa-tulya	"[{""step"": 1, ""member"": ""tulya"", ""ru"": ""равный"", ""ru_variants"": [""равный"", ""равного"", ""равен""], ""tail"": ""tulya"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""svarṇa"", ""ru"": ""золота"", ""ru_variants"": [""золота"", ""золото"", ""золотым""], ""tail"": ""svarṇa-tulya"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svarṇavarṇā	svarRavarRA	2	6	редкие	svarṇa|varṇa	золота|варн	varṇa|svarṇa-varṇa	"[{""step"": 1, ""member"": ""varṇa"", ""ru"": ""варн"", ""ru_variants"": [""варн"", ""цвет"", ""варны""], ""tail"": ""varṇa"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""svarṇa"", ""ru"": ""золота"", ""ru_variants"": [""золота"", ""золото"", ""золотым""], ""tail"": ""svarṇa-varṇa"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
