L_id	k1	hom	verdict	mw_realcite	corpus_hit	also_in_pw_same_source	pwg_text_sibling	n_kosa	present_in	novel_kosa	pwg_cited_sources
85815	laGuvAkyavftti		dict-lexical	0		1	0	0	mw|pw		HALL|ebend
85816	laGuvArttika		dict-lexical	0		1	0	0	mw|pw		HALL|ebend
85820	laGuvizRu		text-attested	1		1	0	0	mw|pw		Verz
85821	laGuvftti	1	text-attested	1		1	1	0	mw|ap|pw		COLEBR|Verz
85824	laGuvEyAkaraRasidDAntamaYjUzA		pwg-unique	0		1	0	0	pw		COLEBR
85825	laGuSabdaratna		dict-lexical	0		1	0	0	mw|pw		COLEBR|Verz
85826	laGuSabdenduSeKara		dict-lexical	0		1	0	0	mw|pw		COLEBR|Verz
85827	laGuSAntipurARa		dict-lexical	0		1	0	0	mw|pw		Verz
85828	laGuSiKaratAla		text-attested	1		1	0	0	mw|pw		Verz
85829	laGuSivapurARa		text-attested	1		1	0	0	mw|pw		Verz
85830	laGuSOnakI		dict-lexical	0		1	0	0	mw|pw		Verz
85834	laGusadAPalA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
85835	laGusaptatikA		pwg-unique	0		0	0	0			Verz
85836	laGusAMKyavftti		dict-lexical	0		1	0	0	mw|pw		HALL|Verz
85837	laGusAra		text-attested	1		1	0	0	mw|ap|pw		Journ
85838	laGusidDAntakOmudI		dict-lexical	0		1	0	0	mw|pw		Verz
85839	laGusidDAntacandrikA		dict-lexical	0		1	0	0	mw|pw		HALL
85840	laGusudarSana		text-attested	1		1	0	0	mw|pw		Verz
85848	laGuhemadugDA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
85849	laGUkar		pwg-unique	0		0	0	0			MED|Spr
85852	laGUdumbarikA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
85854	laGvaYjIra		dict-lexical	0		1	0	0	mw|pw		RĀJAN|ŚKDR
85855	laGvatri		dict-lexical	0		1	0	0	mw|pw		Verz
85856	laGvAdyuqumbarAhvA		dict-lexical	0		0	0	0	mw		RĀJAN|ŚKDR
85857	laGvAryasidDAnta		pwg-unique	0		1	0	0	pw		COLEBR
85862	laNkApikA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	ŚABDAR|ŚKDR
85863	laNkAvatAra		text-attested	1	bhs	1	0	0	mw|bhs|pw		BURN
85865	laNkopikA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	skd|vcp	AK
85866	laNkoyikA		kosa-corroborated	0		0	0	1	skd|mw		ŚABDAR|ŚKDR
85873	laNgUla		pwg-unique	0		1	0	0	pw		ŚKDR
85879	laNGanIyatA		text-attested	1		1	0	0	mw|pw		Spr
85888	lajjakA		dict-lexical	0		1	0	0	mw|ap90|ap|pw		NIGH
85889	lajjarI		dict-lexical	0		1	0	0	mw|ap90|ap|pw		NIGH|RĀJAN
85894	lajjASIla		text-attested	1		1	0	2	vcp|mw|ap|pw|abch	vcp	AK|H
85895	lajjirI		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
85896	lajyA		kosa-corroborated	0		1	0	1	skd|mw|ap90|ap|pw		ŚABDAR|ŚKDR
85897	laYCana		dict-lexical	0		1	0	0	mw|pw		NIGH|RĀJAN
85898	laYcA		text-attested	1		1	0	2	armh|mw|ap|pw|abch	armh	H|HALĀY
85901	laYja		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	H|HĀR|JAṬĀDH|WILSON|ŚABDĀRTHAK|ŚKDR
85902	laYjikA		kosa-corroborated	0		1	0	2	skd|mw|ap|pw|abch	skd	H|TRIK
85904	lawa		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	WILSON|ŚKDR
85906	lawakana		text-attested	1		1	0	0	mw|pw		Verz
85907	lawakAmiSca		pwg-unique	0		0	0	0			HALL
85908	lawaparRa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	NIGH|RĀJAN|ŚKDR
85909	lawwa		dict-lexical	0		1	0	0	mw|pw		ŚABDAR|ŚKDR
85915	laqarTavAda		dict-lexical	0		1	0	0	mw|pw		HALL
85917	laqqa		dict-lexical	0		1	0	0	mw|ap90|ap|pw		ŚABDAR|ŚKDR
85924	laRqra		dict-lexical	0		1	0	0	mw|pw		ŚKDR
85926	latAkara		text-attested	1		1	0	0	mw|pw		Verz
85927	latAkaraYja		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
85930	latANgI		dict-lexical	0		1	0	0	mw|pw		NIGH|RĀJAN
85931	latAjihva		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAM|ŚKDR
85932	latAtaru		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK|ŚABDAM|ŚKDR
85933	latAdruma		dict-lexical	0		1	0	0	mw|pw		RATNAM|ŚKDR
85934	latAnana		text-attested	1		1	0	0	mw|pw		Verz
85935	latAnta		dict-lexical	0		1	0	0	mw|pw		WILSON|ŚABDĀRTHAK
85936	latApanasa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
85937	latAparRa		kosa-corroborated	0		1	0	1	mw|pw|acph	acph	H|NIGH
85938	latApfkkA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	ŚABDAR|ŚKDR
85939	latApratAninI		kosa-corroborated	0		0	0	1	skd		WILSON|ŚKDR
85940	latAPala		text-attested	1		1	0	1	vcp|mw|pw	vcp	ŚKDR
85941	latABadrA		kosa-corroborated	0		1	0	1	skd|mw|pw		ŚABDAR|ŚKDR
85943	latAmaRi		dict-lexical	0		1	0	0	mw|pw		TRIK
85945	latAmarut		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	ŚABDAR|ŚKDR
85947	latAmfga		text-attested	1		1	0	0	mw|pw		WILSON
85948	latAmbuja		dict-lexical	0		1	0	0	mw|pw		HĀR
85949	latAyazwi		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAM|ŚKDR
85950	latAyAvaka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	HĀR|WILSON
85951	latArasana		dict-lexical	0		1	0	0	mw|pw		HĀR
85952	latArka		text-attested	0	bhs	1	0	1	vcp|mw|bhs|pw	vcp	AK
85953	latAlaka		dict-lexical	0		1	0	0	mw|pw		TRIK
85955	latAliNga		text-attested	1		1	0	0	mw|pw		Verz
85957	latAvfkza		text-attested	1		1	0	0	mw|pw		NIGH
85959	latAvezwana		dict-lexical	0		1	0	0	mw|pw		WILSON|ŚABDĀRTHAK
85961	latAvezwitaka		text-attested	1		1	0	1	vcp|mw|pw	vcp	ŚABDAM|ŚKDR
85962	latASaNkutaru		text-attested	1		1	0	0	mw|pw		NIGH|TRIK
85963	latASaNKa		dict-lexical	0		1	0	0	mw|pw		ŚABDAR|ŚKDR
85966	latodgama		text-attested	1		1	0	1	armh|mw|pw	armh	H|HALĀY|MED|TRIK
85968	ladanI		text-attested	1		1	0	0	mw|pw		Verz
85969	ladDa		pwg-unique	0		0	0	0			Verz
85970	ladDanadeva		text-attested	1		1	0	0	mw|pw		Verz
85973	lapana		text-attested	1	bhs	1	0	3	armh|vcp|mw|bhs|pw|abch	armh|vcp	AK|H|HALĀY
85982	labDa		text-attested	1		1	0	2	vcp|mw|ap90|ap|pw|abch	abch|vcp	JAṬĀDH|ŚKDR
85986	labDanASa		text-attested	1		1	0	0	mw|pw		Spr
86008	lampApawaha		dict-lexical	0		1	0	0	mw|pw		H|HĀR|MED
86009	lamPa		dict-lexical	0		1	0	0	mw|pw		ebend|ŚKDR
86015	lambakeSaka		text-attested	1		1	0	0	mw|pw		Verz
86017	lambadantA		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	vcp	RĀJAN|ŚKDR
86020	lambabIjA		kosa-corroborated	0		1	0	1	skd|mw|ap|pw		RĀJAN|ŚKDR
86022	lambAkza		text-attested	1		1	0	0	mw|pw		Verz
86023	lambikAkokilA		text-attested	1		1	0	0	mw|pw		Verz
86025	lambuka		text-attested	1	bhs	1	0	0	mw|bhs|pw		VYUTP
86026	lambuzA		dict-lexical	0		1	0	0	mw|ap|pw		WILSON|ŚABDĀRTHAK
86028	lambozWa		text-attested	1		1	0	1	vcp|mw|pw	vcp	Ind|RĀJAN|TRIK|ŚKDR
86039	layaputrI		dict-lexical	0		1	0	0	mw|ap|pw		TRIK
86040	layayoga		dict-lexical	0		1	0	0	mw|pw		Verz
86041	layAramBa		dict-lexical	0		1	0	0	mw|pw		TRIK
86042	layAlamba		dict-lexical	0		1	0	0	mw|pw		ŚABDAR|ŚKDR
86043	laramAnATa		pwg-unique	0		1	0	0	pw		Verz
86047	laladambu		dict-lexical	0		1	0	0	mw|pw		JAṬĀDH|ŚKDR
86049	lalanApriya		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
86051	lalantikA		text-attested	1		1	0	3	vcp|skd|mw|ap|pw|abch	skd|vcp	AK|H
86059	lalAwikAy		pwg-unique	0		1	0	0	pw		Verz
86063	lalAmaka		kosa-corroborated	0		1	0	3	armh|vcp|mw|pw|abch	armh|vcp	AK|H|HALĀY
86066	lalAmavant		pwg-unique	0		1	0	0	pw		Ind
86070	lalitatAla		text-attested	1		1	0	0	mw|pw		Verz
86073	lalitapurARa		dict-lexical	0		1	0	0	mw|pw		COLEBR
86074	lalitamADava		dict-lexical	0		1	0	0	mw|pw		Verz
86076	lalitavistara		text-attested	0	bhs	1	0	0	mw|bhs|pw		BURN
86077	lalitavyUha		text-attested	1	bhs	1	0	0	mw|bhs|pw		ebend
86078	lalitAtantra		dict-lexical	0		1	0	0	mw|pw		Verz
86079	lalitAtftIyA		dict-lexical	0		1	0	0	mw|pw		Verz
86084	lalitAvrata		text-attested	1		1	0	0	mw|pw		Verz
86085	lalitAzazWI		dict-lexical	0		1	0	0	mw|pw		Verz
86086	lalitAsaptamI		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	vcp	ŚKDR
86092	lallavArAhasuta		text-attested	1		1	0	0	mw|pw		Verz
86094	lallujIlAla		text-attested	1		1	0	0	mw|pw		Ind
86098	lavaNgaka		pwg-unique	0		1	0	0	pw		HALL|ŚABDAR|ŚKDR
86099	lavaNgakalikA		kosa-corroborated	0		1	0	2	vcp|skd|ap|pw	vcp	RĀJAN|ŚKDR
86102	lavaRakiMSukA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
86103	lavaRakzAra		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
86104	lavaRaKAni		text-attested	1		1	0	1	mw|pw|abch		H
86109	lavaRatfRa		dict-lexical	0		1	0	0	mw|pw		RĀJAN|ŚKDR
86112	lavaRapAwalikA		text-attested	1		1	0	0	mw|ap|pw		VYUTP
86113	lavaRapura		text-attested	1		1	0	0	mw|pw		Verz
86114	lavaRamada		dict-lexical	0		1	0	0	mw|pw		RĀJAN|ŚKDR
86115	lavaRamantra		text-attested	1		1	0	0	mw|pw		Verz
86118	lavaRavAri		text-attested	1		1	0	1	mw|pw|abch		H
86119	lavaRasamudra		text-attested	1		1	0	0	mw|pw		Ind|TRIK
86120	lavaRasTAna		text-attested	1		1	0	0	mw|pw		Verz
86122	lavaRAkara		text-attested	1		1	0	1	armh|mw|pw	armh	HALĀY
86127	lavaRAraja		pwg-unique	0		0	0	0			RĀJAN|ŚKDR
86134	lavaRotTa		dict-lexical	0		1	0	0	mw|pw		RĀJAN|ŚKDR
86136	lavaRoda		text-attested	1		1	0	2	vcp|mw|pw|nmmb	nmmb|vcp	AK|Ind|Verz
86137	lavaRodaka	1	text-attested	1		1	1	0	mw|pw		HALĀY
86146	lavavant		pwg-unique	0		0	0	0			Spr
86148	lavAka		dict-lexical	0		1	0	0	mw|pw		ŚKDR
86159	lazaRAvatI		text-attested	1		0	0	0	mw		Verz
86160	lazamaRa		text-attested	1		1	0	0	mw|pw		Journ
86161	lazamAdevI		text-attested	1		1	0	0	mw|pw		Journ
86165	lasa		text-attested	0	bhs	1	0	2	vcp|skd|mw|bhs|pw	skd|vcp	HĀR
86166	lasaka		dict-lexical	0		1	0	0	mw|pw		MED
86167	lasikA		kosa-corroborated	0		0	0	2	vcp|skd|mw|ap90|ap	vcp	ŚABDAC|ŚKDR
86168	lasIkA		text-attested	1		1	0	1	skd|mw|ap90|ap|pw		VYUTP|ŚKDR
86169	lasoParaYja		text-attested	1		0	0	0	mw		Verz
86170	lastaka		kosa-corroborated	0		1	0	1	mw|pw|abch		AK|H
86171	lastakin		dict-lexical	0		1	0	0	mw|ap90|ap|pw		ŚABDAM|ŚKDR
86181	lA	2	text-attested	1		1	1	2	vcp|skd|mw|ap90|ap|pw	skd|vcp	MED
86182	lAkinI		text-attested	1		1	0	0	mw|pw		Verz
86186	lAkza		pwg-unique	0		1	0	0	pw		Ind
86187	lAkzakI		kosa-corroborated	0		1	0	1	skd|mw|ap90|ap|pw		ŚKDR
86193	lAkzAtaru		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAM|ŚKDR
86194	lAkzAprasAda		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
86195	lAkzAprasAdana		dict-lexical	0		0	0	0	mw		AK
86196	lAkzAvfkza		dict-lexical	0		1	0	0	mw|pw		HĀR|RĀJAN|ŚKDR
86201	lAkzmaRi		text-attested	1		1	0	0	mw|pw		Verz
86209	lAGavAyana		text-attested	1		1	0	0	mw|pw		Ind
86216	lANgalacakra		dict-lexical	0		1	0	0	mw|pw		ŚKDR
86218	lANgalapadDati		kosa-corroborated	0		1	0	2	armh|vcp|mw|pw	armh|vcp	AK|HALĀY
86223	lANgalika		text-attested	1		1	0	0	mw|ap|pw		AK|H
86227	lANgulikA		dict-lexical	0		1	0	0	mw|pw		NIGH|RĀJAN
86230	lANgUlikA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
86235	lAjI		text-attested	1		0	0	0	mw		Verz
86243	lAwAyana		text-attested	1		1	0	0	mw|pw		COLEBR
86244	lAwIya		text-attested	1		1	0	0	mw|pw		Verz
86246	lAwyAyana		text-attested	1		1	0	0	mw|pw		Ind|Verz
86249	lAqaKAna		text-attested	1		1	0	0	mw|pw		Verz
86250	lAqana		text-attested	1		1	0	0	mw|pw		Verz
86251	lAqama		text-attested	1		1	0	0	mw|pw		HALL
86254	lARWanI		dict-lexical	0		0	0	0	ap		H
86258	lAntakaja		kosa-corroborated	0		1	0	1	mw|pw|abch		H
86268	lAbu		dict-lexical	0		1	0	0	mw|pw		ŚABDAR|ŚKDR
86269	lAbukAyana		dict-lexical	0		1	0	0	mw|pw		COLEBR
86270	lAbukI		dict-lexical	0		1	0	0	mw|ap90|ap|pw		HĀR
86275	lABalipsA		text-attested	1		1	0	0	mw|ap|pw		Spr
86278	lABya		dict-lexical	0		1	0	0	mw|ap|pw		ŚABDAR|ŚKDR
86280	lAmakAyani		text-attested	1		1	0	0	mw|pw		Verz
86281	lAmakAyanin		text-attested	1		1	0	0	mw|pw		Ind
86282	lAmagAyani		text-attested	1		1	0	0	mw|pw		Verz
86286	lAla		text-attested	1		1	0	0	mw|pw		Ind|Verz
86288	lAlacandra		text-attested	1		0	0	0	mw		Verz
86296	lAlasiMha		text-attested	1		1	0	0	mw|pw		COLEBR
86305	lAlAy		pwg-unique	0		1	0	0	pw		Spr|ŚKDR
86306	lAlAviza		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
86307	lAlAsrava		dict-lexical	0		1	0	0	mw|pw		H
86310	lAlika		kosa-corroborated	0		1	0	1	mw|pw|abch		H
86314	lAlya		text-attested	1		1	0	0	mw|pw		Spr
86329	lAvika		text-attested	1		1	0	0	mw|pw		WILSON|ŚABDĀRTHAK
86337	lAsa		text-attested	1		1	0	0	mw|pw		ŚABDAC|ŚABDAR|ŚKDR
86342	lAsPowanI		kosa-corroborated	0		1	0	1	skd|mw|ap90|ap|pw		AK|ŚKDR
86344	lAsyaka		dict-lexical	0		1	0	0	mw|pw		ŚABDAR|ŚKDR
86348	li		dict-lexical	0		1	0	0	mw|pw		WILSON|ŚABDĀRTHAK
86349	likAbanDa		pwg-unique	0		1	0	0	pw		Verz
86351	likkA		kosa-corroborated	0		1	0	2	vcp|skd|pw	vcp	ŚABDAR|ŚKDR
86353	likzikA		dict-lexical	0		1	0	0	mw|ap90|ap|pw		ŚABDAR|ŚKDR
86357	liKiKilla		dict-lexical	0		0	0	0	mw		H
86363	liNkavArAhatIrTa		text-attested	1		1	0	0	mw|pw		Verz
86367	liNgajA		dict-lexical	0		0	0	0	mw		RĀJAN|ŚKDR
86368	liNgatoBadra		text-attested	1		1	0	0	mw|pw		Verz
86370	liNgadeha		text-attested	1		1	0	0	mw|pw		Verz
86371	liNgadvAdaSavrata		text-attested	1		1	0	0	mw|pw		Verz
86374	liNgaDAriRI		text-attested	1		1	0	0	mw|pw		Verz
86378	liNgapratizWAviDi		text-attested	1		1	0	0	mw|pw		Verz
86379	liNgamAhAtmya		dict-lexical	0		1	0	0	mw|pw		Verz
86380	liNgamUrti		text-attested	1		1	0	0	mw|pw		Verz
86382	liNgalepa		text-attested	1		1	0	0	mw|pw		Verz
86384	liNgavarDana		dict-lexical	0		1	0	0	mw|ap|pw		Verz|ŚABDAC
86385	liNgavarDin		dict-lexical	0		0	0	0	mw		ŚABDAC|ŚKDR
86386	liNgaviSezaviDi		dict-lexical	0		1	0	0	mw|pw		Verz
86387	liNgavftti		text-attested	1		1	0	3	armh|vcp|mw|ap|pw|abch	armh|vcp	AK|H|HALĀY
86388	liNgaSarIra		text-attested	1		1	0	0	mw|pw		COLEBR
86389	liNgaSAstra		dict-lexical	0		1	0	0	mw|pw		MED
86390	liNgasaMBUtA		pwg-unique	0		1	0	0	pw		RĀJAN|ŚKDR
86392	liNgahanI		dict-lexical	0		1	0	0	mw|pw		RATNAM
86393	liNgAgra		dict-lexical	0		1	0	0	mw|pw		TRIK
86394	liNgAnuSAsana		text-attested	1		1	0	0	mw|pw		H|Verz
86395	liNgArcanatantra		dict-lexical	0		1	0	0	mw|pw		Verz
86396	liNgArcApratizWAviDi		dict-lexical	0		1	0	0	mw|pw		Verz
86397	liNgAlikA		kosa-corroborated	0		1	0	1	skd|mw|ap|pw	skd	HĀR
86399	liNgopahitalENgikaBAnanirAsarahasya		dict-lexical	0		1	0	0	mw|pw		HALL
86400	liNgopahitalENgikaBAnavicAra		dict-lexical	0		1	0	0	mw|pw		ebend
86401	licCavi		text-attested	1	bhs	1	0	0	mw|bhs|pw		BURN
86407	lipikA		kosa-corroborated	0		1	0	1	skd|mw|ap90|ap|pw		ŚABDAR|ŚKDR
86408	lipikAra		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK
86412	lipI		kosa-corroborated	0		0	0	2	vcp|skd|ap90|ap	vcp	ŚABDAR|ŚKDR
86414	liptaka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK|H
86416	liptikA		text-attested	1		1	0	1	skd|mw|ap90|ap|pw		ŚKDR
86421	lipsutA		dict-lexical	0		1	0	0	mw|pw		Verz
86425	libiMkara		pwg-unique	0		0	0	0			AK|ŚKDR
86426	libI		kosa-corroborated	0		0	0	2	vcp|skd|ap90|ap	vcp	ŚABDAR|ŚKDR
86429	limpawa		dict-lexical	0		1	0	0	mw|ap|pw		HĀR
86430	limpAka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAR|ŚKDR
86432	limbaBawwa		text-attested	1		1	0	0	mw|pw		HALL
86441	lI	2	text-attested	1	gra	1	1	2	vcp|skd|mw|gra|ap90|ap|pw	skd|vcp	MED
86444	lIkkA		kosa-corroborated	0		1	0	1	skd|mw|ap90|ap|pw		ŚABDAR|ŚKDR
86445	lIkzA		kosa-corroborated	0		1	0	1	skd|mw|pw	skd	ebend
86450	lIlAkara		text-attested	1		1	0	0	mw|pw		Ind
86451	lIlAkalaha		text-attested	1		1	0	0	mw|pw		Spr
86457	lIlAcala		text-attested	1		1	0	0	mw|pw		Verz
86459	lIlAtAmarasa		text-attested	1		1	0	0	mw|pw		Spr
86460	lIlAdri		text-attested	1		1	0	0	mw|pw		Verz
86467	lIlAmaya		text-attested	1		1	0	0	mw|pw		Verz
86472	lIlArati		text-attested	1		1	0	0	mw|pw		Spr
86479	lIlASuka		text-attested	1		1	0	0	mw|pw		Verz
86480	lIlAsvAtmapriya		text-attested	1		1	0	0	mw|pw		Verz
86482	lIlopavatI		text-attested	1		1	0	0	mw|pw		COLEBR
86483	luk	1	kosa-corroborated	0		1	1	1	skd|mw|ap90|ap|pw	skd	Verz
86485	lukeSvara		text-attested	1		1	0	0	mw|pw		Verz
86496	luWana		text-attested	1		1	0	1	vcp|mw|pw	vcp	Spr|TRIK
86497	luWaneSvaratIrTa		text-attested	1		1	0	0	mw|pw		Verz
86498	luWeSvara		text-attested	1		1	0	0	mw|pw		Verz
86501	luRwaka		text-attested	1		1	0	1	vcp|mw|pw	vcp	Verz|ŚABDAC|ŚKDR
86502	luRwA		text-attested	1		1	0	1	skd|mw|ap|pw		ŚABDAR|ŚKDR
86505	luRWaka		text-attested	1		1	0	1	vcp|mw|pw	vcp	ŚKDR
86508	luRWA		kosa-corroborated	0		1	0	1	skd|mw|ap|pw		ŚABDAR|ŚKDR
86509	luRWAka		text-attested	1		1	0	0	mw|pw		TRIK|WILSON|ŚKDR
86511	luRWI		kosa-corroborated	0		1	0	1	skd|mw|pw		ŚABDAR|ŚKDR
86513	luRqikA		kosa-corroborated	0		1	0	1	skd|mw|ap|pw		HĀR|ŚKDR
86514	luRqI		kosa-corroborated	0		1	0	1	skd|mw|ap|pw	skd	TRIK
86524	lubDatA		text-attested	1		1	0	0	mw|pw		Spr
86528	lumbikA		dict-lexical	0		1	0	0	mw|ap|pw		H
86529	lumbinI		text-attested	0	bhs	1	0	0	bhs|ap|pw		BURN
86531	lulApa		text-attested	1		1	0	1	vcp|mw|pw	vcp	AK|RĀJAN|ŚKDR
86532	lulApakanda		dict-lexical	0		0	0	0	mw		RĀJAN|ŚKDR
86533	lulAya		text-attested	1		1	0	3	armh|mw|pw|abch|nmmb	armh|nmmb	H|HALĀY
86543	lUtAmarkawaka		dict-lexical	0		1	0	0	mw|pw		H
86544	lUtAri		dict-lexical	0		1	0	0	mw|pw		RĀJAN|ŚKDR
86545	lUtikA		kosa-corroborated	0		1	0	1	skd|mw|ap90|ap|pw		ŚABDAR|ŚKDR
86546	lUna		text-attested	1		1	0	3	armh|vcp|mw|ap90|ap|pw|abch	abch|armh|vcp	HALĀY
86549	lUnaviza		dict-lexical	0		1	0	0	mw|ap|pw		H
86552	lUnIy		pwg-unique	0		1	0	0	pw		ebend
86553	lUma		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK
86557	lUha		text-attested	1	bhs	1	0	0	mw|bhs|pw		BURN|VYUTP
86559	lekuYcika		text-attested	1	bhs	1	0	0	mw|bhs|pw		BURN
86562	leKakamuktAmaRi		dict-lexical	0		1	0	0	mw|pw		Verz
86565	leKanika		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	H|MED
86571	leKarzaBa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK
86580	leKArha		dict-lexical	0		1	0	0	mw|pw		RĀJAN|ŚKDR
86585	leKyacUrRikA		kosa-corroborated	0		1	0	1	skd|mw|ap|pw		ŚABDAR|ŚKDR
86588	leKyasTAna		dict-lexical	0		1	0	0	mw|pw		TRIK
86592	leta		dict-lexical	0		1	0	0	mw|pw		TRIK
86597	lepaka	2	text-attested	0	bhs	1	0	3	armh|vcp|mw|bhs|pw|acsj	acsj|armh|vcp	AK|H|HALĀY|TRIK
86599	lepakAminI		dict-lexical	0		1	0	0	mw|pw		HĀR
86603	lepyakft		kosa-corroborated	0		1	0	2	skd|mw|ap|pw|abch	skd	H
86604	lepyanArI		dict-lexical	0		1	0	0	mw|ap|pw		MED
86605	lepyamaya		text-attested	1		1	0	0	mw|pw		H|HALĀY
86606	lepyayozit		dict-lexical	0		1	0	0	mw|pw		H
86607	lepyastrI		kosa-corroborated	0		1	0	1	skd|mw|ap|pw		ŚABDAR|ŚKDR
86612	lelihAna		text-attested	1		1	0	2	vcp|mw|pw|abch	vcp	H|Verz|ŚABDAR|ŚKDR
86616	leSyA		dict-lexical	0		1	0	0	ap90|ap|pw		Ind
86619	lezwuGna		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAR|ŚKDR
86620	lezwuBedana		dict-lexical	0		0	0	0	mw		AK|ŚKDR
86621	lesaka		dict-lexical	0		1	0	0	mw|pw		ŚABDAM|ŚKDR
86625	lehina		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	H|ŚKDR
86632	lENgika		text-attested	1		1	0	1	vcp|mw|ap|pw	vcp	Z
86648	lokacakzus		dict-lexical	0		1	0	0	mw|ap|pw		Spr|WILSON|ŚABDAM|ŚKDR
86652	lokajananI		text-attested	1		1	0	1	mw|ap|pw|nmmb	nmmb	Verz
86654	lokajYa		dict-lexical	0		1	0	0	mw|ap|pw		Spr|ebend
86655	lokajyezWa		text-attested	1	bhs	1	0	0	mw|bhs|pw		VYUTP
86659	lokatuzAra		dict-lexical	0		1	0	0	mw|pw		RĀJAN|ŚKDR
86660	lokadamBaka		text-attested	1		1	0	0	mw|ap|pw		Spr
86663	lokaDAtu		text-attested	1	bhs	1	0	0	mw|bhs|pw		AK|VYUTP
86665	lokanATarasa		text-attested	1		1	0	0	mw|pw		Verz
86669	lokapakti		text-attested	1		1	0	0	mw|pw		Ind
86679	lokapuruza		dict-lexical	0		1	0	0	mw|pw		H
86681	lokaprakASaka		dict-lexical	0		1	0	0	mw|pw		Verz
86682	lokaprakASana		kosa-corroborated	0		1	0	1	mw|pw|acph	acph	H
86684	lokapradIpa		text-attested	1	bhs	1	0	0	mw|bhs|pw		BURN
86687	lokabanDu		text-attested	1		1	0	1	mw|pw|acph	acph	H
86688	lokabAnDava		text-attested	1		1	0	1	vcp|mw|pw	vcp	JAṬĀDH|Verz|ŚKDR
86689	lokabAhya		text-attested	1		1	0	1	vcp|mw|ap|pw	vcp	JAṬĀDH|ŚKDR
86690	lokabindusAra		kosa-corroborated	0		1	0	1	mw|pw|abch		H
86700	lokayAtrika		text-attested	1		1	0	0	mw|pw		MED
86702	lokarava		text-attested	1		1	0	0	mw|pw		Spr
86703	lokaleKa		text-attested	1		1	0	0	mw|pw		Verz
86709	lokavArttA		text-attested	1		1	0	0	mw|pw		Verz
86712	lokavid		text-attested	1	bhs	1	1	0	mw|bhs|pw		VYUTP
86715	lokavinAyaka		text-attested	1		1	0	0	mw|pw		ŚKDR
86736	lokasADaka		text-attested	1		1	0	0	mw|ap|pw		Verz
86757	lokAnurAga		text-attested	1		1	0	0	mw|pw		Spr
86759	lokAntarika		text-attested	1		1	0	0	mw|pw		BURN|VYUTP
86761	lokABilazita		text-attested	1		1	0	0	mw|pw		VYUTP
86764	lokAyatana		text-attested	1	bhs	1	0	0	mw|bhs|pw		COLEBR
86768	lokAvekzaRa		text-attested	1		1	0	0	mw|pw		Spr
86772	lokeSvarAtmajA		kosa-corroborated	0		1	0	1	skd|mw|pw	skd	TRIK
86775	lokEzaRA		text-attested	1		1	0	0	mw|ap|pw		Ind
86776	lokokti		text-attested	1		1	0	0	mw|pw		Spr
86778	lokottaraparivarta		text-attested	0	bhs	1	0	0	mw|bhs|pw		VYUTP
