idx	run	chapter	cluster	type	severity	triage	rule	status
818	gasuns2026-19-glava3-02	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
819	gasuns2026-19-glava3-02	glava3	Д2	clarity_of_explanation	minor	APPLY	R1	already_addressed
820	gasuns2026-20-glava3-03	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
821	gasuns2026-20-glava3-03	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
822	gasuns2026-20-glava3-03	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
823	gasuns2026-20-glava3-03	glava3	Д1	anachronistic_sanskrit_period	minor	APPLY	R1	already_addressed
824	gasuns2026-20-glava3-03	glava3	Д3	unsupported_semantization	minor	SOFTEN	R6	safe_apply
825	gasuns2026-20-glava3-03	glava3	Д5	missing_context_of_hymn	minor	SKIP	R2	not_applicable
826	gasuns2026-20-glava3-03	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
827	gasuns2026-20-glava3-03	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
828	gasuns2026-21-glava3-04	glava3	Д3	weak_genre_framing	minor	SOFTEN	R6	safe_apply
829	gasuns2026-21-glava3-04	glava3	Д3	unsupported_sanskrit_etymology	minor	SOFTEN	R6	safe_apply
830	gasuns2026-27-art-omonim-01	art	Д5	missing_context_of_hymn	minor	SKIP	R2	not_applicable
831	gasuns2026-27-art-omonim-01	art	Д4	unattributed_commentary	minor	SKIP	R3	human_judgment
832	gasuns2026-28-art-vargi-01	art	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
833	gasuns2026-28-art-vargi-01	art	Д5	missing_apparatus	minor	SKIP	R2	not_applicable
834	gasuns2026-01-vvedenie-01	vvedenie	Д1	missing_iast_on_first_mention	minor	APPLY	R5	human_judgment
835	gasuns2026-01-vvedenie-01	vvedenie	Д4	missing_source	major	SKIP	R3	human_judgment
836	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	major	APPLY	R4	already_addressed
837	gasuns2026-14-glava2-03	glava2	Д1	mistranslated_native_term	minor	APPLY	R4	already_addressed
838	gasuns2026-15-glava2-04	glava2	Д4	missing_sutra_reference	critical	SKIP	R3	human_judgment
839	gasuns2026-24-glava3-07	glava3	Д5	missing_authority_chain	major	SKIP	R2	not_applicable
840	gasuns2026-24-glava3-07	glava3	Д3	weak_genre_framing	minor	SOFTEN	R6	safe_apply
841	gasuns2026-27-art-omonim-01	art	Д4	missing_sutra_reference	minor	SKIP	R3	human_judgment
842	gasuns2026-27-art-omonim-01	art	Д1	missing_iast_on_first_mention	major	APPLY	R5	human_judgment
843	gasuns2026-01-vvedenie-01	vvedenie	Д1	anachronistic_sanskrit_period	major	APPLY	R1	already_addressed
844	gasuns2026-01-vvedenie-01	vvedenie	Д5	missing_authority_chain	major	SKIP	R2	not_applicable
845	gasuns2026-01-vvedenie-01	vvedenie	Д1	mistranslated_native_term	major	APPLY	R1	already_addressed
846	gasuns2026-01-vvedenie-01	vvedenie	Д1	missing_iast_on_first_mention	major	APPLY	R1	already_addressed
847	gasuns2026-01-vvedenie-01	vvedenie	Д1	terminology_misuse	major	APPLY	R5	human_judgment
848	gasuns2026-04-obzor-01	obzor	Д5	missing_tradition_context	major	SKIP	R2	not_applicable
849	gasuns2026-04-obzor-01	obzor	Д5	missing_authority_chain	major	SKIP	R2	not_applicable
850	gasuns2026-04-obzor-01	obzor	Д5	commentary_function_gap	major	SKIP	R2	not_applicable
851	gasuns2026-04-obzor-01	obzor	Д3	unsupported_sanskrit_etymology	major	SOFTEN	R4	already_addressed
852	gasuns2026-04-obzor-01	obzor	Д4	missing_source	major	SKIP	R3	human_judgment
853	gasuns2026-04-obzor-01	obzor	Д4	missing_source	major	SKIP	R3	human_judgment
854	gasuns2026-05-obzor-02	obzor	Д3	weak_genre_framing	major	SOFTEN	R4	already_addressed
855	gasuns2026-05-obzor-02	obzor	Д5	missing_authority_chain	major	SKIP	R2	not_applicable
856	gasuns2026-05-obzor-02	obzor	Д4	missing_sutra_reference	major	SKIP	R3	human_judgment
857	gasuns2026-05-obzor-02	obzor	Д1	mistranslated_native_term	major	APPLY	R4	already_addressed
858	gasuns2026-05-obzor-02	obzor	Д4	missing_sutra_reference	major	SKIP	R3	human_judgment
859	gasuns2026-05-obzor-02	obzor	Д4	missing_source	major	SKIP	R3	human_judgment
860	gasuns2026-06-obzor-03	obzor	Д5	missing_authority_chain	major	SKIP	R2	not_applicable
861	gasuns2026-06-obzor-03	obzor	Д5	missing_apparatus	major	SKIP	R2	not_applicable
862	gasuns2026-06-obzor-03	obzor	Д4	missing_source	major	SKIP	R3	human_judgment
863	gasuns2026-07-obzor-04	obzor	Д3	weak_genre_framing	major	SOFTEN	R4	already_addressed
864	gasuns2026-07-obzor-04	obzor	Д2	logical_consistency	major	APPLY	R1	already_addressed
865	gasuns2026-08-glava1-01	glava1	Д1	missing_iast_on_first_mention	major	APPLY	R1	already_addressed
866	gasuns2026-08-glava1-01	glava1	Д1	mistranslated_native_term	major	APPLY	R6	safe_apply
867	gasuns2026-08-glava1-01	glava1	Д5	missing_commentary_layer	major	SKIP	R2	not_applicable
868	gasuns2026-09-glava1-02	glava1	Д1	missing_iast_on_first_mention	major	APPLY	R6	safe_apply
869	gasuns2026-09-glava1-02	glava1	Д4	missing_sutra_reference	major	SKIP	R3	human_judgment
870	gasuns2026-09-glava1-02	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
871	gasuns2026-10-glava1-03	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
872	gasuns2026-10-glava1-03	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
873	gasuns2026-10-glava1-03	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
874	gasuns2026-10-glava1-03	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
875	gasuns2026-11-glava1-04	glava1	Д3	weak_genre_framing	major	SOFTEN	R6	safe_apply
876	gasuns2026-11-glava1-04	glava1	Д2	logical_gap	major	APPLY	R1	already_addressed
877	gasuns2026-12-glava2-01	glava2	Д1	mistranslated_native_term	major	APPLY	R1	already_addressed
878	gasuns2026-12-glava2-01	glava2	Д2	logical_lacuna	major	APPLY	R1	already_addressed
879	gasuns2026-12-glava2-01	glava2	Д2	logical_lacuna	major	APPLY	R4	already_addressed
880	gasuns2026-13-glava2-02	glava2	Д2	logical_consistency	major	APPLY	R4	already_addressed
881	gasuns2026-14-glava2-03	glava2	Д5	missing_apparatus	major	SKIP	R2	not_applicable
882	gasuns2026-14-glava2-03	glava2	Д2	logical_inconsistency	major	APPLY	R4	already_addressed
883	gasuns2026-15-glava2-04	glava2	Д5	missing_context_of_hymn	major	SKIP	R2	not_applicable
884	gasuns2026-15-glava2-04	glava2	Д4	missing_source	major	SKIP	R3	human_judgment
885	gasuns2026-16-glava2-05	glava2	Д5	missing_apparatus	major	SKIP	R2	not_applicable
886	gasuns2026-16-glava2-05	glava2	Д3	weak_parallel	major	SOFTEN	R4	already_addressed
887	gasuns2026-16-glava2-05	glava2	Д2	logical_inconsistency	major	APPLY	R4	already_addressed
888	gasuns2026-16-glava2-05	glava2	Д2	logical_inconsistency	major	APPLY	R4	already_addressed
889	gasuns2026-18-glava3-01	glava3	Д5	missing_commentary_layer	major	SKIP	R2	not_applicable
890	gasuns2026-18-glava3-01	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
891	gasuns2026-18-glava3-01	glava3	Д3	unsupported_reading	major	SOFTEN	R6	safe_apply
892	gasuns2026-18-glava3-01	glava3	Д3	unsupported_reading	major	SOFTEN	R6	safe_apply
893	gasuns2026-19-glava3-02	glava3	Д5	commentary_function_gap	major	SKIP	R2	not_applicable
894	gasuns2026-19-glava3-02	glava3	Д4	missing_sutra_reference	major	SKIP	R3	human_judgment
895	gasuns2026-19-glava3-02	glava3	Д4	missing_sutra_reference	major	SKIP	R3	human_judgment
896	gasuns2026-19-glava3-02	glava3	Д3	unsupported_semantization	major	SOFTEN	R6	safe_apply
897	gasuns2026-19-glava3-02	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
898	gasuns2026-20-glava3-03	glava3	Д5	commentary_function_gap	major	SKIP	R2	not_applicable
899	gasuns2026-20-glava3-03	glava3	Д5	missing_tradition_context	major	SKIP	R2	not_applicable
900	gasuns2026-20-glava3-03	glava3	Д5	missing_authority_chain	major	SKIP	R2	not_applicable
901	gasuns2026-20-glava3-03	glava3	Д3	unsupported_reading	major	SOFTEN	R6	safe_apply
902	gasuns2026-20-glava3-03	glava3	Д3	insufficient_evidence	major	SOFTEN	R6	safe_apply
903	gasuns2026-21-glava3-04	glava3	Д1	missing_iast_on_first_mention	major	APPLY	R6	safe_apply
904	gasuns2026-21-glava3-04	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
905	gasuns2026-21-glava3-04	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
906	gasuns2026-22-glava3-05	glava3	Д5	missing_tradition_context	major	SKIP	R2	not_applicable
907	gasuns2026-22-glava3-05	glava3	Д1	missing_iast_on_first_mention	major	APPLY	R6	safe_apply
908	gasuns2026-22-glava3-05	glava3	Д1	missing_iast_on_first_mention	major	APPLY	R6	safe_apply
909	gasuns2026-22-glava3-05	glava3	Д4	missing_sutra_reference	major	SKIP	R3	human_judgment
910	gasuns2026-22-glava3-05	glava3	Д5	methodological_error	major	SKIP	R2	not_applicable
911	gasuns2026-23-glava3-06	glava3	Д1	anachronistic_sanskrit_period	major	APPLY	R6	safe_apply
912	gasuns2026-23-glava3-06	glava3	Д3	weak_genre_framing	major	SOFTEN	R6	safe_apply
913	gasuns2026-23-glava3-06	glava3	Д1	missing_iast_on_first_mention	major	APPLY	R6	safe_apply
914	gasuns2026-23-glava3-06	glava3	Д5	arbitrary_sound_change	major	SKIP	R2	not_applicable
915	gasuns2026-23-glava3-06	glava3	Д5	missing_apparatus	major	SKIP	R2	not_applicable
916	gasuns2026-23-glava3-06	glava3	Д3	unsupported_reading	major	SOFTEN	R6	safe_apply
917	gasuns2026-23-glava3-06	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
918	gasuns2026-23-glava3-06	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
919	gasuns2026-23-glava3-06	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
920	gasuns2026-23-glava3-06	glava3	Д5	missing_apparatus	major	SKIP	R2	not_applicable
921	gasuns2026-24-glava3-07	glava3	Д1	missing_iast_on_first_mention	major	APPLY	R6	safe_apply
922	gasuns2026-24-glava3-07	glava3	Д5	arbitrary_sound_change	major	SKIP	R2	not_applicable
923	gasuns2026-25-zakl-01	zakl	Д4	missing_source	major	SKIP	R3	human_judgment
924	gasuns2026-26-art-morfonol-01	art	Д5	missing_authority_chain	major	SKIP	R2	not_applicable
925	gasuns2026-26-art-morfonol-01	art	Д1	missing_iast_on_first_mention	major	APPLY	R5	human_judgment
926	gasuns2026-26-art-morfonol-01	art	Д3	unsupported_sanskrit_etymology	major	SOFTEN	R5	human_judgment
927	gasuns2026-26-art-morfonol-01	art	Д4	missing_source	major	SKIP	R3	human_judgment
928	gasuns2026-27-art-omonim-01	art	Д5	commentary_function_gap	major	SKIP	R2	not_applicable
929	gasuns2026-27-art-omonim-01	art	Д1	missing_iast_on_first_mention	major	APPLY	R5	human_judgment
930	gasuns2026-27-art-omonim-01	art	Д4	missing_source	major	SKIP	R3	human_judgment
931	gasuns2026-27-art-omonim-01	art	Д3	unsupported_reading	major	SOFTEN	R5	human_judgment
932	gasuns2026-27-art-omonim-01	art	Д5	missing_apparatus	major	SKIP	R2	not_applicable
933	gasuns2026-27-art-omonim-01	art	Д2	logical_consistency	major	APPLY	R5	human_judgment
934	gasuns2026-27-art-omonim-01	art	Д4	missing_source	major	SKIP	R3	human_judgment
935	gasuns2026-28-art-vargi-01	art	Д4	missing_sutra_reference	major	SKIP	R3	human_judgment
936	gasuns2026-28-art-vargi-01	art	Д1	mistranslated_native_term	major	APPLY	R1	already_addressed
937	gasuns2026-28-art-vargi-01	art	Д4	missing_source	major	SKIP	R3	human_judgment
938	gasuns2026-01-vvedenie-01	vvedenie	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
939	gasuns2026-01-vvedenie-01	vvedenie	Д4	missing_source	minor	SKIP	R3	human_judgment
940	gasuns2026-01-vvedenie-01	vvedenie	Д1	mistranslated_native_term	minor	APPLY	R5	human_judgment
941	gasuns2026-01-vvedenie-01	vvedenie	Д4	missing_sutra_reference	minor	SKIP	R3	human_judgment
942	gasuns2026-01-vvedenie-01	vvedenie	Д4	missing_sutra_reference	minor	SKIP	R3	human_judgment
943	gasuns2026-01-vvedenie-01	vvedenie	Д5	missing_apparatus	minor	SKIP	R2	not_applicable
944	gasuns2026-01-vvedenie-01	vvedenie	Д3	weak_parallel	minor	SOFTEN	R5	human_judgment
945	gasuns2026-01-vvedenie-01	vvedenie	Д5	missing_alternative_interpretation	minor	SKIP	R2	not_applicable
946	gasuns2026-01-vvedenie-01	vvedenie	Д4	missing_source	minor	SKIP	R3	human_judgment
947	gasuns2026-01-vvedenie-01	vvedenie	Д4	missing_source	minor	SKIP	R3	human_judgment
948	gasuns2026-02-vvedenie-02	vvedenie	Д1	missing_iast_on_first_mention	minor	APPLY	R5	human_judgment
949	gasuns2026-02-vvedenie-02	vvedenie	Д3	unsupported_reading	minor	SOFTEN	R5	human_judgment
950	gasuns2026-02-vvedenie-02	vvedenie	Д4	missing_source	minor	SKIP	R3	human_judgment
951	gasuns2026-02-vvedenie-02	vvedenie	Д3	weak_parallel	minor	SOFTEN	R5	human_judgment
952	gasuns2026-02-vvedenie-02	vvedenie	Д2	stylistic_inconsistency	minor	APPLY	R5	human_judgment
953	gasuns2026-02-vvedenie-02	vvedenie	Д2	spelling_error	minor	APPLY	R5	human_judgment
954	gasuns2026-02-vvedenie-02	vvedenie	Д1	terminology_inconsistency	minor	APPLY	R5	human_judgment
955	gasuns2026-04-obzor-01	obzor	Д4	missing_source	minor	SKIP	R3	human_judgment
956	gasuns2026-04-obzor-01	obzor	Д5	commentary_function_gap	minor	SKIP	R2	not_applicable
957	gasuns2026-04-obzor-01	obzor	Д5	missing_tradition_context	minor	SKIP	R2	not_applicable
958	gasuns2026-04-obzor-01	obzor	Д2	logical_consistency	minor	APPLY	R4	already_addressed
959	gasuns2026-05-obzor-02	obzor	Д5	commentary_function_gap	minor	SKIP	R2	not_applicable
960	gasuns2026-05-obzor-02	obzor	Д3	weak_genre_framing	minor	SOFTEN	R4	already_addressed
961	gasuns2026-05-obzor-02	obzor	Д3	weak_genre_framing	minor	SOFTEN	R4	already_addressed
962	gasuns2026-05-obzor-02	obzor	Д5	commentary_function_gap	minor	SKIP	R2	not_applicable
963	gasuns2026-05-obzor-02	obzor	Д3	weak_genre_framing	minor	SOFTEN	R4	already_addressed
964	gasuns2026-05-obzor-02	obzor	Д5	missing_commentary_layer	minor	SKIP	R2	not_applicable
965	gasuns2026-05-obzor-02	obzor	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
966	gasuns2026-05-obzor-02	obzor	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
967	gasuns2026-05-obzor-02	obzor	Д5	missing_apparatus	minor	SKIP	R2	not_applicable
968	gasuns2026-05-obzor-02	obzor	Д4	missing_source	minor	SKIP	R3	human_judgment
969	gasuns2026-06-obzor-03	obzor	Д5	missing_context_of_hymn	minor	SKIP	R2	not_applicable
970	gasuns2026-06-obzor-03	obzor	Д4	missing_source	minor	SKIP	R3	human_judgment
971	gasuns2026-06-obzor-03	obzor	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
972	gasuns2026-06-obzor-03	obzor	Д1	mistranslated_native_term	minor	APPLY	R4	already_addressed
973	gasuns2026-06-obzor-03	obzor	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
974	gasuns2026-06-obzor-03	obzor	Д3	unsupported_reading	minor	SOFTEN	R4	already_addressed
975	gasuns2026-06-obzor-03	obzor	Д4	missing_source	minor	SKIP	R3	human_judgment
976	gasuns2026-07-obzor-04	obzor	Д1	anachronistic_sanskrit_period	minor	APPLY	R4	already_addressed
977	gasuns2026-07-obzor-04	obzor	Д5	missing_context_of_hymn	minor	SKIP	R2	not_applicable
978	gasuns2026-07-obzor-04	obzor	Д4	missing_source	minor	SKIP	R3	human_judgment
979	gasuns2026-07-obzor-04	obzor	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
980	gasuns2026-07-obzor-04	obzor	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
981	gasuns2026-07-obzor-04	obzor	Д3	unsupported_reading	minor	SOFTEN	R4	already_addressed
982	gasuns2026-07-obzor-04	obzor	Д2	logical_consistency	minor	APPLY	R1	already_addressed
983	gasuns2026-08-glava1-01	glava1	Д3	weak_genre_framing	minor	SOFTEN	R6	safe_apply
984	gasuns2026-08-glava1-01	glava1	Д5	missing_tradition_context	minor	SKIP	R2	not_applicable
985	gasuns2026-08-glava1-01	glava1	Д4	missing_sutra_reference	minor	SKIP	R3	human_judgment
986	gasuns2026-08-glava1-01	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
987	gasuns2026-08-glava1-01	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
988	gasuns2026-08-glava1-01	glava1	Д3	unsupported_reading	minor	SOFTEN	R6	safe_apply
989	gasuns2026-08-glava1-01	glava1	Д3	unsupported_reading	minor	SOFTEN	R6	safe_apply
990	gasuns2026-08-glava1-01	glava1	Д5	missing_apparatus	minor	SKIP	R2	not_applicable
991	gasuns2026-08-glava1-01	glava1	Д2	historical_inconsistency	minor	APPLY	R1	already_addressed
992	gasuns2026-08-glava1-01	glava1	Д4	missing_reference	minor	SKIP	R3	human_judgment
993	gasuns2026-08-glava1-01	glava1	Д2	stylistic_issue	minor	APPLY	R1	already_addressed
994	gasuns2026-08-glava1-01	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
995	gasuns2026-08-glava1-01	glava1	Д4	missing_reference	minor	SKIP	R3	human_judgment
996	gasuns2026-09-glava1-02	glava1	Д5	commentary_function_gap	minor	SKIP	R2	not_applicable
997	gasuns2026-09-glava1-02	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
998	gasuns2026-09-glava1-02	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
999	gasuns2026-09-glava1-02	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
1000	gasuns2026-09-glava1-02	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
1001	gasuns2026-10-glava1-03	glava1	Д1	mistranslated_native_term	minor	APPLY	R1	already_addressed
1002	gasuns2026-10-glava1-03	glava1	Д5	missing_commentary_layer	minor	SKIP	R2	not_applicable
1003	gasuns2026-10-glava1-03	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
1004	gasuns2026-10-glava1-03	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
1005	gasuns2026-10-glava1-03	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
1006	gasuns2026-10-glava1-03	glava1	Д5	missing_apparatus	minor	SKIP	R2	not_applicable
1007	gasuns2026-10-glava1-03	glava1	Д5	missing_alternative_interpretation	minor	SKIP	R2	not_applicable
1008	gasuns2026-10-glava1-03	glava1	Д5	missing_apparatus	minor	SKIP	R2	not_applicable
1009	gasuns2026-10-glava1-03	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
1010	gasuns2026-10-glava1-03	glava1	Д2	logical_inconsistency	info	APPLY	R6	safe_apply
1011	gasuns2026-11-glava1-04	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
1012	gasuns2026-11-glava1-04	glava1	Д3	anti_amateur_linguistics	minor	SOFTEN	R6	safe_apply
1013	gasuns2026-11-glava1-04	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
1014	gasuns2026-11-glava1-04	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
1015	gasuns2026-11-glava1-04	glava1	Д2	logical_gap	minor	APPLY	R6	safe_apply
1016	gasuns2026-12-glava2-01	glava2	Д4	missing_source	minor	SKIP	R3	human_judgment
1017	gasuns2026-12-glava2-01	glava2	Д5	missing_tradition_context	minor	SKIP	R2	not_applicable
1018	gasuns2026-12-glava2-01	glava2	Д5	commentary_function_gap	minor	SKIP	R2	not_applicable
1019	gasuns2026-12-glava2-01	glava2	Д5	missing_tradition_context	minor	SKIP	R2	not_applicable
1020	gasuns2026-12-glava2-01	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
1021	gasuns2026-12-glava2-01	glava2	Д5	style_violation	minor	SKIP	R2	not_applicable
1022	gasuns2026-12-glava2-01	glava2	Д4	missing_source	minor	SKIP	R3	human_judgment
1023	gasuns2026-12-glava2-01	glava2	Д4	missing_source	minor	SKIP	R3	human_judgment
1024	gasuns2026-13-glava2-02	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
1025	gasuns2026-13-glava2-02	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
1026	gasuns2026-13-glava2-02	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
1027	gasuns2026-13-glava2-02	glava2	Д4	missing_source	minor	SKIP	R3	human_judgment
1028	gasuns2026-13-glava2-02	glava2	Д3	weak_parallel	minor	SOFTEN	R4	already_addressed
1029	gasuns2026-13-glava2-02	glava2	Д5	missing_alternative_interpretation	minor	SKIP	R2	not_applicable
1030	gasuns2026-13-glava2-02	glava2	Д2	clarity_of_explanation	minor	APPLY	R1	already_addressed
1031	gasuns2026-13-glava2-02	glava2	Д2	clarity_of_explanation	minor	APPLY	R4	already_addressed
1032	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
1033	gasuns2026-14-glava2-03	glava2	Д5	missing_tradition_context	minor	SKIP	R2	not_applicable
1034	gasuns2026-14-glava2-03	glava2	Д4	missing_sutra_reference	minor	SKIP	R3	human_judgment
1035	gasuns2026-14-glava2-03	glava2	Д4	unattributed_commentary	minor	SKIP	R3	human_judgment
1036	gasuns2026-14-glava2-03	glava2	Д4	unattributed_commentary	minor	SKIP	R3	human_judgment
1037	gasuns2026-14-glava2-03	glava2	Д4	unattributed_commentary	minor	SKIP	R3	human_judgment
1038	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
1039	gasuns2026-14-glava2-03	glava2	Д4	missing_source	minor	SKIP	R3	human_judgment
1040	gasuns2026-14-glava2-03	glava2	Д4	missing_source	minor	SKIP	R3	human_judgment
1041	gasuns2026-15-glava2-04	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
1042	gasuns2026-15-glava2-04	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
1043	gasuns2026-15-glava2-04	glava2	Д3	weak_parallel	minor	SOFTEN	R4	already_addressed
1044	gasuns2026-15-glava2-04	glava2	Д5	typo	minor	SKIP	R2	not_applicable
1045	gasuns2026-15-glava2-04	glava2	Д5	typo	minor	SKIP	R2	not_applicable
1046	gasuns2026-15-glava2-04	glava2	Д4	missing_source	minor	SKIP	R3	human_judgment
1047	gasuns2026-15-glava2-04	glava2	Д3	weak_parallel	minor	SOFTEN	R4	already_addressed
1048	gasuns2026-15-glava2-04	glava2	Д5	factual_error	minor	SKIP	R2	not_applicable
1049	gasuns2026-16-glava2-05	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
1050	gasuns2026-16-glava2-05	glava2	Д3	unsupported_reading	minor	SOFTEN	R4	already_addressed
1051	gasuns2026-16-glava2-05	glava2	Д3	unsupported_reading	minor	SOFTEN	R4	already_addressed
1052	gasuns2026-16-glava2-05	glava2	Д5	missing_alternative_interpretation	minor	SKIP	R2	not_applicable
1053	gasuns2026-16-glava2-05	glava2	Д2	logical_inconsistency	minor	APPLY	R4	already_addressed
1054	gasuns2026-16-glava2-05	glava2	Д2	logical_inconsistency	minor	APPLY	R4	already_addressed
1055	gasuns2026-16-glava2-05	glava2	Д2	logical_inconsistency	minor	APPLY	R4	already_addressed
1056	gasuns2026-16-glava2-05	glava2	Д2	logical_inconsistency	minor	APPLY	R4	already_addressed
1057	gasuns2026-16-glava2-05	glava2	Д2	logical_inconsistency	minor	APPLY	R4	already_addressed
1058	gasuns2026-18-glava3-01	glava3	Д5	commentary_function_gap	minor	SKIP	R2	not_applicable
1059	gasuns2026-18-glava3-01	glava3	Д4	unattributed_commentary	minor	SKIP	R3	human_judgment
1060	gasuns2026-18-glava3-01	glava3	Д3	weak_parallel	minor	SOFTEN	R6	safe_apply
1061	gasuns2026-18-glava3-01	glava3	Д5	missing_apparatus	minor	SKIP	R2	not_applicable
1062	gasuns2026-18-glava3-01	glava3	Д4	missing_source	minor	SKIP	R3	human_judgment
1063	gasuns2026-18-glava3-01	glava3	Д4	missing_source	minor	SKIP	R3	human_judgment
1064	gasuns2026-18-glava3-01	glava3	Д4	missing_source	minor	SKIP	R3	human_judgment
1065	gasuns2026-18-glava3-01	glava3	Д3	weak_parallel	minor	SOFTEN	R6	safe_apply
1066	gasuns2026-18-glava3-01	glava3	Д2	redundancy	minor	APPLY	R6	safe_apply
1067	gasuns2026-18-glava3-01	glava3	Д2	stylistic_inconsistency	minor	APPLY	R6	safe_apply
1068	gasuns2026-19-glava3-02	glava3	Д3	weak_genre_framing	minor	SOFTEN	R6	safe_apply
1069	gasuns2026-19-glava3-02	glava3	Д5	missing_commentary_layer	minor	SKIP	R2	not_applicable
1070	gasuns2026-19-glava3-02	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
1071	gasuns2026-19-glava3-02	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
1072	gasuns2026-19-glava3-02	glava3	Д4	missing_source	minor	SKIP	R3	human_judgment
1073	gasuns2026-19-glava3-02	glava3	Д2	clarity_of_explanation	minor	APPLY	R6	safe_apply
1074	gasuns2026-19-glava3-02	glava3	Д4	missing_source	minor	SKIP	R3	human_judgment
1075	gasuns2026-19-glava3-02	glava3	Д4	missing_source	minor	SKIP	R3	human_judgment
1076	gasuns2026-20-glava3-03	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
1077	gasuns2026-20-glava3-03	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
1078	gasuns2026-20-glava3-03	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
1079	gasuns2026-20-glava3-03	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
1080	gasuns2026-20-glava3-03	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
1081	gasuns2026-20-glava3-03	glava3	Д5	missing_context_of_hymn	minor	SKIP	R2	not_applicable
1082	gasuns2026-20-glava3-03	glava3	Д5	missing_context_of_hymn	minor	SKIP	R2	not_applicable
1083	gasuns2026-20-glava3-03	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
1084	gasuns2026-20-glava3-03	glava3	Д3	weak_genre_framing	minor	SOFTEN	R6	safe_apply
1085	gasuns2026-20-glava3-03	glava3	Д4	missing_source	minor	SKIP	R3	human_judgment
1086	gasuns2026-20-glava3-03	glava3	Д2	logical_lacuna	minor	APPLY	R6	safe_apply
1087	gasuns2026-21-glava3-04	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
1088	gasuns2026-21-glava3-04	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
